"expName","date","participant","trial","resp_time","verb","translation_simple","translation_details","comment"
"verb_norming_oral_input","2018_Sep_07_1244",800,1,5.85355323521,"skate","åka skridskor, skejta","",""
"verb_norming_oral_input","2018_Sep_07_1244",800,2,2.09673967886,"stumble","snubbla, snava","",""
"verb_norming_oral_input","2018_Sep_07_1244",800,3,10.8341213783,"ramble","svaja, rumla runt","kanske",""
"verb_norming_oral_input","2018_Sep_07_1244",800,4,3.74039361551,"leap","hoppa, ta ett stort kliv","",""
"verb_norming_oral_input","2018_Sep_07_1244",800,5,5.72063144744,"switch","slå av/på, byta, knäppa","""knäppa kanske""",""
"verb_norming_oral_input","2018_Sep_07_1244",800,6,3.03600510007,"grip","gripa tag i","",""
"verb_norming_oral_input","2018_Sep_07_1244",800,7,1.57690184741,"jump","hoppa","",""
"verb_norming_oral_input","2018_Sep_07_1244",800,8,7.66461249485,"knock","knacka","",""
"verb_norming_oral_input","2018_Sep_07_1244",800,9,1.86179995077,"twine","tvinna","",""
"verb_norming_oral_input","2018_Sep_07_1244",800,10,2.51608864192,"stand","stå, stå upp","",""
"verb_norming_oral_input","2018_Sep_07_1244",800,11,2.43204737199,"slither","slingra sig","",""
"verb_norming_oral_input","2018_Sep_07_1244",800,12,6.00447381948,"step","kliva, ta ett steg","",""
"verb_norming_oral_input","2018_Sep_07_1244",800,13,3.77374239761,"slip","halka","",""
"verb_norming_oral_input","2018_Sep_07_1244",800,14,2.78444827173,"scratch","klia, skrapa","",""
"verb_norming_oral_input","2018_Sep_07_1244",800,15,2.95213175148,"sneak","smyga","",""
"verb_norming_oral_input","2018_Sep_07_1244",800,16,4.39430971885,"tread","beträda, stå på","",""
"verb_norming_oral_input","2018_Sep_07_1244",800,17,1.84525515548,"skim","skumma av","",""
"verb_norming_oral_input","2018_Sep_07_1244",800,18,1.15762242354,"pat","klappa, smeka","",""
"verb_norming_oral_input","2018_Sep_07_1244",800,19,1.86208284883,"wade","vada","",""
"verb_norming_oral_input","2018_Sep_07_1244",800,20,3.03599245658,"bind","binda, binda fast","",""
"verb_norming_oral_input","2018_Sep_07_1244",800,21,4.51182067424,"roam","stryka omkring, gå runt","",""
"verb_norming_oral_input","2018_Sep_07_1244",800,22,3.15310790783,"rush","rusa, rusha","",""
"verb_norming_oral_input","2018_Sep_07_1244",800,23,19.8740811246,"toddle","stappla","""det måste ju ha med små barn att göra""",""
"verb_norming_oral_input","2018_Sep_07_1244",800,24,1.5767789685,"squeeze","klämma","",""
"verb_norming_oral_input","2018_Sep_07_1244",800,25,3.79043535878,"trot","strutta","kanske",""
"verb_norming_oral_input","2018_Sep_07_1244",800,26,1.22456100424,"toss","slänga","",""
"verb_norming_oral_input","2018_Sep_07_1244",800,27,1.67753532571,"trek","vandra","",""
"verb_norming_oral_input","2018_Sep_07_1244",800,28,1.15747465277,"dance","dansa","",""
"verb_norming_oral_input","2018_Sep_07_1244",800,29,2.26431766449,"fold","vika","",""
"verb_norming_oral_input","2018_Sep_07_1244",800,30,1.845177319,"push","knuffa","",""
"verb_norming_oral_input","2018_Sep_07_1244",800,31,1.9458807316,"wander","vandra","",""
"verb_norming_oral_input","2018_Sep_07_1244",800,32,1.99578221116,"shake","skaka","",""
"verb_norming_oral_input","2018_Sep_07_1244",800,33,1.72757627876,"sway","svaja","",""
"verb_norming_oral_input","2018_Sep_07_1244",800,34,2.48238386659,"click","klicka","",""
"verb_norming_oral_input","2018_Sep_07_1244",800,35,1.37559340437,"limp","halta","",""
"verb_norming_oral_input","2018_Sep_07_1244",800,36,1.49305655156,"throw","kasta","",""
"verb_norming_oral_input","2018_Sep_07_1244",800,37,1.76127078125,"nip","nypa, knipsa","",""
"verb_norming_oral_input","2018_Sep_07_1244",800,38,10.5837953146,"straddle","vet inte","strosa kanske",""
"verb_norming_oral_input","2018_Sep_07_1244",800,39,1.69423500374,"sprint","sprinta","",""
"verb_norming_oral_input","2018_Sep_07_1244",800,40,1.69421840916,"dunk","dunka","",""
"verb_norming_oral_input","2018_Sep_07_1244",800,41,2.08011744221,"wipe","torka","",""
"verb_norming_oral_input","2018_Sep_07_1244",800,42,2.16472569358,"saunter","vet inte","",""
"verb_norming_oral_input","2018_Sep_07_1244",800,43,3.38821753281,"traipse","vet inte","",""
"verb_norming_oral_input","2018_Sep_07_1244",800,44,1.50979376494,"kick","sparka","",""
"verb_norming_oral_input","2018_Sep_07_1244",800,45,1.71124128636,"lift","lyfta","",""
"verb_norming_oral_input","2018_Sep_07_1244",800,46,1.35875385775,"chop","hacka","",""
"verb_norming_oral_input","2018_Sep_07_1244",800,47,1.71208879522,"jog","jogga","",""
"verb_norming_oral_input","2018_Sep_07_1244",800,48,2.83457693899,"stab","knivhugga","",""
"verb_norming_oral_input","2018_Sep_07_1244",800,49,1.47623399463,"hop","hoppa","",""
"verb_norming_oral_input","2018_Sep_07_1244",800,50,1.72838506693,"creep","krypa","",""
"verb_norming_oral_input","2018_Sep_07_1244",800,51,3.0191327594,"claw","klösa","",""
"verb_norming_oral_input","2018_Sep_07_1244",800,52,3.42179903412,"tiptoe","tassa, gå på tå","",""
"verb_norming_oral_input","2018_Sep_07_1244",800,53,3.79063646927,"clutch","haka fast, koppla ihop","",""
"verb_norming_oral_input","2018_Sep_07_1244",800,54,1.32524308095,"braid","fläta","",""
"verb_norming_oral_input","2018_Sep_07_1244",800,55,1.37548949069,"brush","borsta","",""
"verb_norming_oral_input","2018_Sep_07_1244",800,56,3.2873825489,"pluck","plocka","""alltså som plocka en höna""",""
